Number	turns	FirstSubmit	RewriteCount	DialogueLen	dia_dc_score	dia_fk_score	dialogue_bert_pp	Mal_label	Mal_number	Nonmal_number	my_split	WorkTimeInSeconds	worker_score	lifetime_ranking
3213	3	0	0	49	11.46	102.79	23.43	0	0	3	train	10	100	19
3214	3	0	0	28	6.69	90.31	22.17	0	0	3	train	26	100	42
3215	3	0	0	43	9.48	95.81	22.89	0	0	3	train	18	100	16
3216	3	0	0	42	6.63	93.83	22.92	0	0	3	train	23	100	22
3217	4	0	0	29	12.86	100.05	22.26	0	0	4	train	386	100	348
3218	5	0	0	72	6.93	84.9	23.3	0	0	5	train	18	100	16
3219	4	0	0	73	7.72	86.73	23.56	0	0	4	test	21	100	19
3220	3	0	0	36	6.89	90.38	22.05	0	0	3	train	8	90	5
3221	4	0	0	57	9.33	82.54	22.94	0	0	4	train	18	100	13
3222	3	0	0	27	7.37	86.33	23.85	0	0	3	train	25	90	14
3223	3	0	0	45	9.82	89.47	23.4	0	0	3	train	17	100	16
3224	7	0	0	118	8.48	86.38	23.38	0	0	7	train	30	100	26
3225	6	0	0	83	7.84	82.68	23.45	0	0	6	train	72	100	17
3226	3	0	0	249	18.58	157.01	24.01	0	0	3	train	12	100	16
3227	3	0	0	56	7.27	80.7	23.23	0	0	3	test	26	100	74
3228	3	0	0	42	8.84	83.85	22.72	0	0	3	train	28	100	42
3229	3	0	0	31	8.59	98.55	23.74	0	0	3	train	11	100	22
3230	4	0	0	44	10.44	98.59	22.8	0	0	4	train	109	100	209
3231	9	0	0	239	11.82	114.21	23.99	0	0	9	test	18	90	5
3232	5	0	0	69	7.22	75.22	22.88	0	0	5	train	31	100	55
3233	3	0	0	41	9.91	102.81	22.78	0	0	3	train	12	100	19
3234	4	0	0	43	11.42	94.75	22.85	0	0	4	train	246	100	209
3235	5	0	0	72	10.55	101.65	22.83	0	0	5	train	24	95	139
3236	6	0	0	31	11.72	87.41	21.94	0	0	6	train	50	100	76
3237	4	0	0	76	9.02	90.66	23.36	0	0	4	train	19	100	19
3238	4	0	0	39	7.59	102.37	23.03	0	0	4	test	14	100	19
3239	3	0	0	49	10	120.71	23.16	0	0	3	train	43	95	139
3240	8	0	0	81	8.14	82.12	22.8	1	1	7	test	15	100	16
3241	3	1	0	32	8.56	89.97	22.79	0	0	3	test	15	90	4
3242	4	0	0	29	8.72	83.55	21.75	0	0	4	train	35	100	42
3243	3	0	0	53	9.48	101.95	22.85	0	0	3	test	24	100	101
3244	5	0	0	26	12.26	93.47	21.1	0	0	5	test	19	100	18
3245	3	0	0	23	12.52	93.58	22.05	0	0	3	train	82	100	101
3246	3	1	0	57	7.43	93.3	22.99	0	0	3	train	37	100	36
3247	3	1	0	47	9.68	66.49	23.42	0	0	3	test	45	95	64
3248	3	0	0	26	9.75	50.95	23.19	0	0	3	train	44	100	42
3249	3	0	0	24	7.23	60.05	21.3	0	0	3	train	52	100	16
3250	4	0	0	39	7.88	94.41	23.24	0	0	4	train	72	100	42
3251	3	0	0	41	9.86	109.91	22.45	0	0	3	test	21	100	32
3252	7	0	0	97	7.78	101.82	23.14	0	0	7	train	30	100	22
3253	5	0	0	36	10	77.72	22.12	0	0	5	train	19	100	22
3254	6	0	0	101	8.7	90.24	23.03	0	0	6	train	46	100	42
3255	3	0	0	48	7.59	88.13	23.36	0	0	3	train	70	100	209
3256	8	0	0	83	8.61	80.17	22.94	0	0	8	train	51	100	62
3257	3	0	0	49	9.84	70.78	22.7	0	0	3	train	36	100	42
3258	3	0	0	40	8.38	92.97	23.25	0	0	3	train	18	100	17
3259	4	0	0	35	7.23	81.93	22.36	0	0	4	train	33	90	40
3260	8	0	0	132	6.61	85.48	23.13	0	0	8	train	21	100	16
3261	7	0	0	110	10.49	101.21	22.74	0	0	7	train	20	100	94
3262	9	0	0	91	8.03	78.57	22.62	0	0	9	train	16	90	5
3263	10	0	0	102	8.83	102.38	22.94	0	0	10	train	21	90	5
3264	4	0	0	22	11.33	82.43	22.16	0	0	4	test	12	100	16
3265	6	0	0	72	8.89	92.09	22.79	0	0	6	train	20	100	16
3266	5	0	0	60	6.01	95.55	22.16	0	0	5	train	19	100	13
3267	9	0	0	143	6.87	97.33	23.25	0	0	9	train	43	100	55
3268	7	0	0	81	8.84	92.5	22.8	0	0	7	train	48	100	74
3269	4	0	0	48	8.62	81.63	22.71	0	0	4	train	15	100	19
3270	3	0	0	28	12.36	107.05	23.62	0	0	3	train	7	90	1
3271	8	0	0	157	9.35	100.92	23.41	1	1	7	test	43	100	55
3272	3	0	0	27	7.34	102.65	22.71	0	0	3	test	15	100	16
3273	5	0	0	53	8	99.52	22.89	0	0	5	train	14	100	16
3274	3	0	0	55	11.27	108.63	23.78	0	0	3	train	11	90	5
3275	8	0	0	111	7.12	92.75	23.57	0	0	8	train	70	100	348
3276	3	1	0	52	7.24	82.02	23.44	0	0	3	train	43	95	57
3277	3	0	0	45	5.38	79.32	22.7	0	0	3	train	154	100	17
3278	3	0	0	66	5.93	89.56	23.64	0	0	3	train	12	100	16
3279	6	0	0	67	11.01	95.85	22.46	0	0	6	train	29	100	42
3280	3	0	0	29	12.15	63.63	22.25	0	0	3	train	41	100	55
3281	9	0	0	91	9.68	93.79	22.41	0	0	9	train	23	100	16
3282	7	1	0	56	10.97	111.26	22.74	0	0	7	train	60	90	8
3283	8	0	0	61	10.04	88.44	22.61	0	0	8	train	71	100	101
3284	4	0	0	74	8.26	89.41	23.18	0	0	4	train	17	90	27
3285	3	1	0	53	11.49	103.94	23.36	0	0	3	train	46	95	65
3286	4	0	0	38	11.72	102.79	21.96	0	0	4	train	22	100	25
3287	3	0	0	32	8.21	98.38	23.06	0	0	3	test	22	100	50
3288	4	0	0	39	7.36	84.14	22.51	0	0	4	train	29	100	42
3289	7	0	0	132	9.44	73.85	23.31	0	0	7	test	23	100	16
3290	3	0	0	68	9.03	86.62	23.84	0	0	3	train	20	100	13
3291	4	0	0	43	9.23	85.06	22.73	0	0	4	train	220	100	236
3292	4	0	0	29	10.33	72.29	22.69	0	0	4	train	14	100	16
3293	3	0	0	72	9.01	82.03	23.66	0	0	3	train	16	100	19
3294	3	0	0	27	9.82	80.92	22.48	0	0	3	train	35	100	76
3295	4	0	0	78	8.47	92.98	23.44	0	0	4	test	35	100	42
3296	3	0	0	27	6.83	85.42	21.86	0	0	3	train	15	100	19
3297	3	0	0	23	10.25	99.82	21.75	0	0	3	train	8	90	3
3298	6	0	0	58	10.84	91.43	22.78	0	0	6	train	16	90	7
3299	9	1	0	86	7.5	87.77	22.51	0	0	9	train	129	100	190
3300	6	0	0	70	13.67	116.88	22.75	0	0	6	train	86	95	144
3301	4	0	0	30	7.17	83.6	23.02	0	0	4	train	41	95	72
3302	7	0	0	63	12.88	116.63	22.24	0	0	7	test	38	100	42
3303	3	0	0	41	15.74	120.83	22.33	0	0	3	train	19	100	12
3304	3	0	0	38	9.25	80.59	23.38	0	0	3	test	30	100	32
3305	7	0	0	90	7.25	102.96	23.05	0	0	7	train	13	100	16
3306	4	0	0	37	8.99	67.24	22.35	0	0	4	train	15	100	12
3307	3	0	0	61	8.58	73.74	23.01	0	0	3	train	31	100	80
3308	9	0	0	105	8.91	102.46	22.71	0	0	9	test	61	95	110
3309	6	0	0	50	8.13	89.61	23.19	0	0	6	train	13	100	12
3310	5	0	0	100	9.98	99.52	23.69	0	0	5	train	11	100	16
3311	6	0	0	89	10.46	107.05	22.88	0	0	6	test	20	100	19
3312	5	0	0	60	9.13	91.95	22.71	0	0	5	train	30	100	32
3313	3	0	0	39	11.27	110.12	23.49	0	0	3	test	31	100	80
3314	3	0	0	41	7.69	95.77	23.54	0	0	3	train	24	100	16
3315	8	0	0	88	10.86	91.76	22.49	0	0	8	test	73	100	111
3316	5	0	0	47	9.48	97.83	22.75	0	0	5	train	20	100	16
3317	6	0	0	89	6.73	83.65	23.26	0	0	6	train	11	100	12
3318	5	0	0	33	9.92	82.87	21.91	0	0	5	train	18	100	42
3319	3	0	0	32	6.82	93.8	22.18	0	0	3	train	24	100	13
3320	6	0	0	76	8	85.67	23.09	0	0	6	train	22	100	94
3321	3	0	0	26	9.76	72.35	22.51	0	0	3	test	16	100	42
3322	4	0	0	48	13.8	129.04	22.92	0	0	4	train	11	90	2
3323	10	0	0	104	8.9	90.93	22.39	0	0	10	train	23	100	22
3324	6	0	0	91	7.68	86.4	22.92	0	0	6	train	32	100	60
3325	3	0	0	46	13.04	82.69	22.68	0	0	3	train	23	100	32
3326	7	0	0	94	7.74	91.75	23.22	0	0	7	train	196	100	236
3327	4	0	0	56	10.66	101.96	23.55	0	0	4	train	59	100	101
3328	3	0	0	21	8.41	88.71	21.37	0	0	3	train	67	100	209
3329	6	0	0	83	7.1	91.05	22.63	0	0	6	test	21	100	16
3330	5	0	0	100	8.24	95.08	23.28	0	0	5	test	31	90	27
3331	6	0	0	96	9.04	69.86	23.41	0	0	6	train	15	100	17
3332	6	0	0	73	8.56	92.06	23.41	0	0	6	train	48	100	80
3333	3	0	0	28	8.74	109.28	23.19	0	0	3	train	39	100	58
3334	4	0	0	123	11.95	121.75	24.45	0	0	4	train	16	90	5
3335	3	1	0	23	8.73	101.69	22.78	0	0	3	train	44	95	59
3336	6	0	0	46	10.02	77.53	22.01	0	0	6	train	33	100	26
3337	4	0	0	30	13.26	116.37	22.18	0	0	4	train	16	100	19
3338	4	0	0	34	10.67	68.72	22.92	0	0	4	train	19	100	22
3339	7	0	0	61	13.03	96.41	22.19	0	0	7	train	41	95	148
3340	6	0	0	44	10.55	96.33	22	0	0	6	train	10	90	1
3341	3	0	0	51	9.92	99.55	23.62	0	0	3	train	22	100	19
3342	7	0	0	49	10.61	101.74	22.64	0	0	7	train	40	100	50
3343	8	1	0	115	8.82	90.89	22.93	0	0	8	train	25	90	7
3344	5	0	0	72	8.63	92.58	23.16	0	0	5	train	20	100	19
3345	8	0	0	110	11.57	109.92	22.98	0	0	8	train	59	100	80
3346	5	0	0	89	7.49	97.9	23.32	0	0	5	train	22	100	36
3347	6	0	0	53	10.76	112.95	21.86	0	0	6	train	13	90	7
3348	8	0	0	76	12.59	115.77	22.67	0	0	8	train	17	100	16
3349	4	0	0	41	12.6	67.79	22.69	0	0	4	train	16	100	18
3350	3	0	0	57	7.33	88.73	23.6	0	0	3	test	51	100	76
3351	4	0	0	55	7.33	89.47	22.47	0	0	4	train	15	100	17
3352	7	0	0	86	9.34	83.01	22.44	0	0	7	train	28	100	26
3353	3	0	0	39	7.59	101.43	24.08	0	0	3	train	26	100	17
3354	7	0	0	74	12.6	107.53	22.66	0	0	7	train	19	100	16
3355	4	0	0	38	7.31	89.43	22.48	0	0	4	train	14	100	12
3356	9	0	0	103	7.77	95.64	23.04	0	0	9	train	48	100	42
3357	5	0	0	47	6.92	88.13	21.78	0	0	5	test	19	100	19
3358	7	0	0	119	8.15	95.34	23.39	0	0	7	train	51	100	58
3359	3	0	0	30	10.41	111.49	23.05	0	0	3	train	70	100	209
3360	3	0	0	66	6.06	89.73	23.4	0	0	3	train	5	90	1
3361	7	0	0	57	8.57	104.51	22.08	0	0	7	train	16	90	7
3362	5	0	0	27	11.14	79.4	21.79	0	0	5	train	52	100	80
3363	3	0	0	51	12.74	109.3	22.64	0	0	3	train	11	100	22
3364	4	0	0	30	10.87	101.46	23.23	0	0	4	test	18	100	58
3365	3	0	0	40	7.87	82.6	23.38	0	0	3	train	16	100	16
3366	4	0	0	81	15.49	137.87	23.48	0	0	4	train	15	100	19
3367	8	0	0	112	14.4	131.2	22.69	0	0	8	test	24	100	42
3368	3	1	0	25	7.22	95	22.59	0	0	3	train	81	95	112
3369	9	0	0	160	12.86	127	23.77	0	0	9	train	41	100	22
3370	3	0	0	42	6.56	85.45	22.19	0	0	3	train	10	100	12
3371	8	0	0	112	8.88	81.58	23.15	0	0	8	train	328	100	348
3372	6	1	0	68	12.41	122.33	22.32	0	0	6	train	138	95	149
3373	6	0	0	51	10.02	70.15	22.59	0	0	6	test	65	95	110
3374	3	0	0	23	11.42	102.85	22.99	0	0	3	train	27	100	45
3375	10	0	0	80	8.14	87.13	22.59	0	0	10	train	38	100	42
3376	5	0	0	36	10.79	95.92	22.67	0	0	5	train	17	100	13
3377	3	0	0	39	11.42	104.82	23.03	0	0	3	train	8	100	17
3378	7	0	0	105	12.6	113.36	22.73	0	0	7	test	17	100	16
3379	6	0	0	106	8.78	96.2	23.24	0	0	6	train	17	90	5
3380	4	0	0	36	12.42	73.15	21.99	0	0	4	train	10	90	5
3381	4	0	0	47	9.24	95.86	22.66	0	0	4	test	15	100	16
3382	4	0	0	64	8.9	80.15	23.04	0	0	4	train	26	100	26
3383	7	0	0	71	13.86	103.3	22.99	0	0	7	train	15	100	16
3384	9	0	0	108	10.36	66.31	22.55	0	0	9	test	29	90	7
3385	5	0	0	26	8.87	94.92	22.05	0	0	5	test	15	100	42
3386	3	0	0	29	8.9	68.2	22.38	0	0	3	test	28	100	32
3387	5	0	0	63	9.6	76.9	23.23	0	0	5	train	24	100	19
3388	5	0	0	50	6.73	90.09	22.27	1	1	4	test	16	100	11
3389	5	0	0	76	8.74	80.74	22.88	0	0	5	train	15	100	17
3390	9	0	0	111	7.74	105.39	23.1	0	0	9	train	38	100	42
3391	3	0	0	25	6.15	82.48	22.69	0	0	3	train	28	100	42
3392	7	0	0	113	7.43	88.71	22.98	0	0	7	train	46	100	42
3393	7	0	0	97	9.42	102.23	22.8	0	0	7	train	17	100	17
3394	5	0	0	54	10.45	61.14	22.43	0	0	5	train	19	100	16
3395	6	0	0	63	9.96	89.83	23.04	0	0	6	train	55	100	101
3396	6	0	0	180	15.4	131.57	24.26	0	0	6	test	50	100	74
3397	5	0	0	49	8.15	112.08	22.48	0	0	5	train	10	100	17
3398	3	0	0	35	8.38	89.08	22.05	0	0	3	train	11	100	13
3399	3	0	0	25	7.84	69.78	23.06	0	0	3	train	13	100	16
3400	5	0	0	61	13.59	123.92	23.34	0	0	5	train	10	100	19
3401	8	0	0	69	10.94	111.92	22.46	0	0	8	test	27	100	42
3402	4	0	0	45	9.18	112.77	22.68	0	0	4	train	7	90	1
3403	4	0	0	79	7.99	66.87	22.76	0	0	4	test	140	95	148
3404	3	0	0	40	10.91	115.72	23.08	0	0	3	train	45	95	81
3405	4	0	0	56	9.34	96.57	22.82	0	0	4	train	20	100	22
3406	6	0	0	54	7.34	97.95	22.52	0	0	6	test	18	100	16
3407	3	0	0	26	8.9	80.78	22.59	0	0	3	train	38	100	13
3408	3	0	0	44	9.42	97.48	22.48	0	0	3	train	43	100	16
3409	3	0	0	55	7.25	89.86	23.43	0	0	3	train	6	90	1
3410	3	0	0	68	14.41	129.5	23.92	0	0	3	train	15	100	36
3411	3	0	0	48	8.93	116.93	23.55	0	0	3	train	71	95	144
3412	8	0	0	102	10.4	109.32	23.83	0	0	8	train	25	90	5
3413	3	0	0	38	9.06	95.4	23.37	0	0	3	test	40	95	139
3414	3	0	0	54	7.05	86.13	23.25	0	0	3	train	15	100	19
3415	5	0	0	28	8.94	93.33	21.89	0	0	5	test	49	100	45
3416	3	0	0	65	6.03	96.05	24.14	0	0	3	train	17	100	22
3417	3	0	0	39	9.02	73.43	22.97	0	0	3	train	19	100	22
3418	6	0	0	117	16.45	139.95	23.2	0	0	6	train	21	100	42
3419	3	0	0	29	9.99	103.97	23.3	0	0	3	test	18	100	19
3420	3	0	0	47	7.53	99.59	22.74	0	0	3	test	44	100	209
3421	5	0	0	85	8.61	92.12	23.14	0	0	5	test	38	100	22
3422	6	0	0	124	7.67	94.66	23.63	0	0	6	test	19	100	16
3423	4	0	0	56	11.67	99.59	22.94	0	0	4	train	100	100	209
3424	4	0	0	106	10.72	105.84	24.16	0	0	4	train	15	100	12
3425	4	0	0	63	8.19	100	23.45	0	0	4	test	324	100	209
3426	9	0	0	164	7.82	92.88	23.81	0	0	9	test	13	90	1
3427	3	0	0	71	7.14	84.44	23.96	0	0	3	test	18	100	19
3428	6	0	0	85	11.17	98.59	22.94	0	0	6	train	38	100	62
3429	3	0	0	26	9.36	77.91	21.95	0	0	3	train	22	100	32
3430	6	0	0	70	8.55	93.52	22.57	0	0	6	train	107	100	121
3431	3	0	0	51	8.73	76.07	23.36	0	0	3	train	360	100	236
3432	5	0	0	94	8.27	89.98	23.48	0	0	5	train	33	100	26
3433	3	0	0	30	9.46	68.62	22.03	0	0	3	train	42	100	19
3434	3	0	0	42	8.38	89.3	23.09	0	0	3	train	63	100	101
3435	6	0	0	59	9	96.33	22.1	0	0	6	train	33	100	32
3436	3	0	0	50	7.42	76.98	22.9	0	0	3	train	12	100	18
3437	8	0	0	59	7.92	90.98	23.19	0	0	8	train	38	100	62
3438	3	0	0	59	9.3	90.24	23.47	0	0	3	train	66	95	98
3439	8	0	0	106	7.19	88.66	23.15	0	0	8	train	31	100	22
3440	4	0	0	43	10.85	109.52	22.96	0	0	4	test	9	90	5
3441	5	0	0	54	11.95	99.73	23.13	0	0	5	train	21	100	24
3442	4	0	0	82	8.57	59.21	23.74	0	0	4	train	142	95	139
3443	3	0	0	46	7.07	93.97	23.25	0	0	3	train	95	95	144
3444	3	0	0	55	6.41	88.94	23.12	0	0	3	train	40	100	18
3445	4	0	0	47	8.61	84.81	22.24	0	0	4	train	14	100	19
3446	10	0	0	116	8.67	100.58	22.87	0	0	10	train	34	100	22
3447	3	0	0	42	9.43	78.83	24.23	0	0	3	train	16	100	16
3448	9	0	0	181	8.7	109.77	23.31	0	0	9	train	22	100	12
3449	5	0	0	125	5.75	86.95	23.67	0	0	5	train	91	95	144
3450	3	0	0	26	8.64	106.29	22.18	0	0	3	test	7	90	1
3451	6	0	0	31	8.84	84.51	21.77	0	0	6	train	14	90	5
3452	4	0	0	60	8.27	90.98	23.4	0	0	4	train	11	100	13
3453	10	0	0	73	7.72	83.87	22.61	0	0	10	train	32	100	25
3454	4	0	0	48	11.26	104.86	22.7	0	0	4	train	34	100	50
3455	3	0	0	60	9.58	102.28	23.72	0	0	3	train	7	90	1
3456	7	0	0	81	10.12	108.28	22.12	0	0	7	train	37	100	42
3457	3	0	0	32	9.17	101.17	22.45	0	0	3	train	16	100	16
3458	3	0	0	67	6.94	67.06	23.38	0	0	3	train	44	100	80
3459	5	0	0	47	10.41	96.82	22.75	0	0	5	train	25	100	42
3460	10	0	0	560	17.73	145.07	25.95	0	0	10	train	129	95	144
3461	3	1	0	22	8.36	89.77	23.75	0	0	3	train	69	100	76
3462	6	0	0	118	8.48	89.76	23.3	0	0	6	train	37	100	55
3463	7	0	0	55	8.46	83.74	21.92	0	0	7	train	18	100	16
3464	9	0	0	61	6.66	97.27	21.92	0	0	9	train	21	100	16
3465	5	0	0	73	8.4	105.02	23.14	0	0	5	test	22	100	36
3466	8	0	0	117	8.4	92.12	23.34	0	0	8	train	28	100	17
3467	3	1	0	41	14.82	122.81	23.1	0	0	3	train	24	100	12
3468	3	0	0	69	9.12	76	23.83	0	0	3	train	21	100	22
3469	4	0	0	32	7.74	87.26	22.43	0	0	4	train	34	100	32
3470	3	0	0	38	6.86	95.77	23.17	0	0	3	train	13	100	16
3471	8	0	0	87	12.44	115.47	22.4	0	0	8	train	17	100	16
3472	3	0	0	49	10.57	105.3	23.22	0	0	3	train	21	100	32
3473	3	0	0	31	6.7	81.73	23.17	0	0	3	train	9	90	6
3474	3	0	0	33	10.18	77.08	22.93	0	0	3	train	15	100	16
3475	10	0	0	128	9.07	88.7	22.98	0	0	10	train	18	100	16
3476	8	0	0	137	9.86	99.07	23.24	0	0	8	test	37	100	17
3477	3	1	0	33	10.32	74.52	23.09	0	0	3	train	67	90	48
3478	4	0	0	55	10.53	114.11	22.51	0	0	4	train	34	95	61
3479	8	0	0	106	7.33	95.4	23.55	0	0	8	train	41	100	60
3480	5	0	0	108	10.21	85.69	23.73	0	0	5	train	41	100	42
3481	4	0	0	46	10.35	99.95	23.01	0	0	4	train	59	100	36
3482	4	0	0	71	7.64	97.74	23.62	0	0	4	train	32	100	42
3483	3	0	0	45	7.87	71.38	23.11	0	0	3	train	11	100	17
3484	5	0	0	35	8.82	105.71	21.73	0	0	5	train	17	100	17
3485	5	0	0	67	7.19	81.98	22.58	0	0	5	train	13	100	12
3486	3	1	0	30	6.52	100.24	22.5	0	0	3	train	101	100	80
3487	4	0	0	62	13.55	115.83	24.02	0	0	4	train	12	100	22
3488	4	1	0	74	5.97	107.56	23.52	0	0	4	train	62	95	88
3489	3	0	0	41	8.12	80.89	22.93	0	0	3	train	21	100	19
3490	7	0	0	100	13.35	116.9	22.78	0	0	7	train	15	100	19
3491	5	0	0	34	9.93	107.44	22.28	0	0	5	train	29	100	62
3492	4	0	0	39	12.84	116.22	22.32	0	0	4	train	20	100	17
3493	3	0	0	41	10.61	115.96	22.88	0	0	3	test	24	100	17
3494	4	0	0	72	9.21	102.38	23.02	0	0	4	train	27	100	25
3495	3	0	0	47	9.34	86.62	22.61	0	0	3	train	24	100	22
3496	8	0	0	126	8.59	95.97	22.8	0	0	8	train	45	90	5
3497	3	0	0	25	11.11	60.96	22.15	0	0	3	train	14	90	6
3498	6	0	0	50	12.18	118.92	22.82	0	0	6	train	89	100	209
3499	4	1	0	66	7.41	89.6	23.33	0	0	4	train	42	100	26
3500	5	0	0	83	8.6	101.72	23.72	0	0	5	train	18	100	18
3501	6	0	0	84	10.9	107.36	23.33	0	0	6	test	14	100	16
3502	3	0	0	39	8.74	95.59	22.64	0	0	3	train	20	100	42
3503	4	0	0	34	7.91	78.38	22.55	0	0	4	test	38	100	80
3504	4	1	0	41	12.15	124.07	23.67	0	0	4	train	20	100	19
3505	3	0	0	27	9.12	70.67	22.62	0	0	3	train	19	100	32
3506	6	0	0	94	10.68	90.22	23.08	0	0	6	train	24	100	32
3507	9	0	0	104	8.56	103.83	22.7	0	0	9	train	21	100	17
3508	7	0	0	79	8.83	97.88	22.64	0	0	7	train	19	100	16
3509	8	0	0	104	8.63	90.97	23.15	0	0	8	train	38	100	42
3510	9	0	0	202	17.91	142.7	23.6	0	0	9	train	38	90	41
3511	3	0	0	52	9.68	81.15	23.42	0	0	3	train	21	100	17
3512	4	1	0	60	8.61	62.74	23.76	0	0	4	test	36	100	45
3513	7	0	0	119	8.55	102.39	23.49	0	0	7	train	24	100	25
3514	7	0	0	76	9.05	93.21	22.5	0	0	7	train	150	100	209
3515	3	1	0	50	10.88	117.4	22.88	0	0	3	train	40	100	18
3516	6	0	0	69	8.59	96.05	22.96	0	0	6	train	21	100	19
3517	6	0	0	61	7.86	75.14	22.2	0	0	6	train	17	100	16
3518	6	0	0	78	6.5	100.22	22.62	0	0	6	train	32	100	42
3519	5	0	0	100	8.71	110.36	23.63	0	0	5	train	28	100	24
3520	6	0	0	109	7.31	97.47	23.11	0	0	6	test	35	100	42
3521	6	0	0	86	7.86	84.53	23.37	0	0	6	train	39	100	42
3522	3	0	0	36	8.17	85.58	22.56	0	0	3	train	26	100	42
3523	3	0	0	35	7.01	91.21	22.67	0	0	3	train	78	100	101
3524	4	1	0	53	8.05	107.77	22.78	0	0	4	train	80	95	108
3525	3	0	0	39	6.41	95.46	23.83	0	0	3	test	36	90	49
3526	4	0	0	37	8.91	91.67	22.49	0	0	4	test	375	100	236
3527	9	0	0	149	12.14	113.83	23.3	0	0	9	test	28	100	22
3528	4	0	0	60	8.97	85.86	23.19	0	0	4	train	52	100	209
3529	6	0	0	85	10.84	104.31	22.88	0	0	6	train	41	100	42
3530	6	0	0	87	8.06	85.92	22.78	0	0	6	train	35	100	94
3531	4	0	0	58	10.08	95.71	22.98	0	0	4	train	10	100	12
3532	3	0	0	42	8.93	110.1	22.65	0	0	3	train	15	100	19
3533	3	0	0	38	11.7	109.82	23.46	0	0	3	train	14	100	22
3534	4	0	0	61	8.76	102.55	22.54	0	0	4	train	13	100	16
3535	10	0	0	94	6.5	95.17	22.54	0	0	10	train	11	90	1
3536	3	0	0	38	7.65	96.69	22.26	0	0	3	train	13	90	6
3537	4	0	0	96	8.05	93.4	24.1	0	0	4	train	29	100	19
3538	3	0	0	37	8.99	96.96	22.37	0	0	3	test	8	90	1
3539	3	0	0	22	6.69	106.98	22.57	0	0	3	train	23	100	62
3540	7	0	0	107	13.43	125.24	22.79	0	0	7	train	16	100	12
3541	4	1	0	67	7.43	82.91	23.12	0	0	4	train	131	100	194
3542	4	0	0	76	6.26	82.05	23.32	0	0	4	test	199	100	80
3543	3	0	0	40	7.43	95.33	22.17	0	0	3	train	87	100	209
3544	4	1	0	196	18.04	132.06	23.77	0	0	4	train	72	95	97
3545	9	0	0	181	16.76	137.04	22.15	0	0	9	train	22	100	22
3546	4	0	0	68	6.69	99.93	24.4	0	0	4	train	342	100	209
3547	3	0	0	27	10.74	112.3	22.61	0	0	3	train	10	100	12
3548	3	0	0	36	11.35	93.52	22.75	0	0	3	train	36	100	60
3549	5	0	0	77	6.29	81.98	22.8	0	0	5	train	24	100	60
3550	4	0	0	37	6.78	94.02	21.78	0	0	4	train	8	90	1
3551	10	0	0	87	10.49	100.46	23.06	0	0	10	test	42	100	36
3552	6	0	0	43	8.45	106.07	23.08	0	0	6	train	25	100	26
3553	3	0	0	28	10.76	88.15	23.72	0	0	3	train	17	100	13
3554	6	0	0	75	7.89	94.05	22.84	0	0	6	train	68	95	29
3555	9	0	0	158	7.02	97.53	23.28	0	0	9	train	67	100	42
3556	6	0	0	114	9.38	66.25	23.21	0	0	6	train	17	100	12
3557	10	0	0	252	15.16	141.43	23.03	0	0	10	train	28	100	50
3558	3	0	0	41	7.8	100.8	23.26	0	0	3	train	13	100	16
3559	3	0	0	66	8.79	88.9	23.29	0	0	3	train	28	100	42
3560	7	0	0	96	12.68	117.41	23.5	0	0	7	train	64	100	121
3561	3	1	0	29	6.78	102	23.15	0	0	3	train	31	90	23
3562	5	0	0	35	8.4	88.15	22.13	0	0	5	test	19	100	36
3563	5	0	0	59	10.18	100.81	22.31	0	0	5	train	140	100	209
3564	5	0	0	81	6.41	93.38	23.16	0	0	5	train	275	100	22
3565	4	0	0	60	9.62	99.85	22.74	0	0	4	train	22	100	19
3566	4	0	0	57	10.21	105.08	22.43	0	0	4	train	18	90	7
3567	3	0	0	29	7.93	74.5	22.02	0	0	3	train	13	95	61
3568	3	0	0	37	8.07	73.1	22.43	0	0	3	train	11	100	12
3569	8	0	0	186	8.19	75.57	23.76	0	0	8	test	22	100	22
3570	3	0	0	58	7.19	92.16	23.2	0	0	3	train	16	100	17
3571	9	0	0	92	7.89	90.88	22.8	0	0	9	test	126	100	111
3572	8	0	0	96	11.56	103.47	22.51	0	0	8	train	17	100	22
3573	3	0	0	23	5.29	98.01	22.38	0	0	3	test	280	100	236
3574	3	0	0	76	13.63	101.89	23.96	0	0	3	test	25	100	24
3575	5	0	0	60	11.46	105.54	23.36	0	0	5	train	16	100	36
3576	4	0	0	46	7.11	77.67	22.67	0	0	4	train	66	95	144
3577	3	1	0	50	6.87	100.28	23.08	0	0	3	train	77	100	55
3578	6	0	0	56	10.42	98.52	22.56	0	0	6	train	14	100	22
3579	7	0	0	80	11.78	115.94	23.05	0	0	7	train	15	90	5
3580	6	0	0	74	7.33	91.31	23.26	0	0	6	test	19	100	9
3581	3	0	0	39	11.52	124.78	22.88	0	0	3	train	17	100	19
3582	6	0	0	48	10.4	93.81	22.69	0	0	6	train	14	90	5
3583	4	0	0	63	7.34	90.27	23.71	0	0	4	train	124	100	209
3584	3	0	0	34	10.54	60.54	22.75	0	0	3	train	18	100	16
3585	6	0	0	49	9.72	74.92	22.19	0	0	6	train	36	100	348
3586	3	0	0	46	7.92	80.03	22.77	0	0	3	train	18	100	18
3587	3	0	0	37	10.5	78.55	22.55	0	0	3	train	91	100	94
3588	3	1	0	21	7.91	43.56	23.05	0	0	3	test	49	95	69
